"package","firstDownload","lastDownload","totalDownloads"
"BigQuic","2016-05-02","2016-10-02",867
"bigReg","2016-07-25","2016-09-29",141
"bigrquery","2016-06-28","2016-10-02",3638
"bigRR","2014-08-23","2016-10-02",9987
"BigSEM","2016-09-30","2016-10-02",15
"bigsplines","2016-08-15","2016-10-02",587
"bigtabulate","2016-02-18","2016-10-02",2872
"BigTSP","2012-10-06","2016-10-02",11031
"BigVAR","2016-05-25","2016-10-02",945
"bikeshare14","2016-08-21","2016-10-02",198
"bild","2015-04-14","2016-10-02",5075
"bimetallic","2012-11-01","2016-10-02",10136
"bimixt","2015-08-25","2016-10-02",2941
"Binarize","2015-07-15","2016-10-02",3733
"BinaryEMVS","2016-01-13","2016-10-02",1701
"BinaryEPPM","2015-05-14","2016-10-02",3978
"binaryLogic","2016-06-24","2016-10-02",633
"binda","2015-07-08","2016-10-02",4761
"bindata","2012-11-14","2016-10-02",16231
"binequality","2014-09-15","2016-10-02",6174
"binford","2016-08-01","2016-10-02",250
"bingat","2016-01-15","2016-10-02",2027
"binGroup","2012-10-10","2016-10-02",15729
"binhf","2014-04-25","2016-10-02",9903
"binMto","2013-10-09","2016-10-02",11421
"BinNonNor","2016-05-13","2016-10-02",1021
"BinNor","2016-05-27","2016-10-02",981
"binom","2014-01-02","2016-10-02",40629
"binomen","2015-12-07","2016-10-02",2140
"binomialcftp","2012-10-10","2016-10-02",9869
"binomlogit","2014-03-12","2016-10-02",8047
"binomSamSize","2013-12-11","2016-10-02",9731
"binomTools","2012-10-10","2016-10-02",14157
"BinOrdNonNor","2016-05-25","2016-10-02",922
"binr","2015-03-10","2016-10-02",5781
"binseqtest","2015-07-02","2016-10-02",3837
"binsmooth","2016-08-12","2016-10-02",221
"binst","2016-06-17","2016-10-02",602
"bio.infer","2014-02-12","2016-10-02",10218
"bio3d","2016-09-30","2016-10-02",124
"Biocomb","2015-11-27","2016-10-02",2837
"Biodem","2015-07-09","2016-10-02",4774
"BiodiversityR","2016-08-29","2016-10-02",1420
"BIOdry","2016-02-10","2016-10-02",1550
"BioFTF","2016-09-26","2016-10-02",78
"biogas","2016-05-24","2016-10-02",924
"biogeo","2016-04-08","2016-10-02",1026
"BioGeoBEARS","2014-01-02","2016-10-02",14926
"biogram","2016-09-21","2016-10-02",162
"Biograph","2016-03-31","2016-10-02",1510
"bioinactivation","2016-09-18","2016-10-02",159
"biom","2014-02-24","2016-10-02",23879
"BIOM.utils","2014-08-29","2016-10-02",7183
"BioMark","2015-09-08","2016-10-02",4072
"biomartr","2016-08-07","2016-10-02",745
"BIOMASS","2016-09-22","2016-10-02",91
"biomod2","2016-03-01","2016-10-02",4614
"bionetdata","2014-09-07","2016-10-02",6949
"BioPET","2016-07-04","2016-10-02",489
"BioPhysConnectoR","2013-01-09","2016-10-02",13865
"bioplots","2016-06-06","2016-10-02",624
"bioPN","2014-03-05","2016-10-02",7295
"biorxivr","2016-04-06","2016-10-02",1164
"bios2mds","2012-10-06","2016-10-02",11958
"biosignalEMG","2015-08-05","2016-10-02",3465
"BioStatR","2014-08-28","2016-10-02",10316
"biotic","2016-04-21","2016-10-02",821
"biotools","2016-02-04","2016-10-02",5832
"bipartite","2016-07-10","2016-10-02",3657
"biplotbootGUI","2015-06-22","2016-10-02",4245
"BiplotGUI","2013-03-19","2016-10-02",13125
"BIPOD","2014-03-19","2016-10-02",7983
"birdnik","2016-08-15","2016-10-02",219
"birdring","2015-10-13","2016-10-02",2971
"birk","2016-07-27","2016-10-02",898
"bisectr","2012-10-06","2016-10-02",10295
"BiSEp","2015-03-03","2016-10-02",5432
"bisoreg","2015-03-19","2016-10-02",6915
"bit","2014-04-09","2016-10-02",367069
"bit64","2015-07-05","2016-10-02",234411
"bitops","2013-08-17","2016-10-02",2436039
"BiTrinA","2015-08-11","2016-10-02",3108
"bitrugs","2016-05-25","2016-10-02",613
"BivarP","2015-04-18","2016-10-02",4937
"bivarRIpower","2012-11-01","2016-10-02",10146
"BivUnifBin","2016-07-29","2016-10-02",285
"biwavelet","2016-09-01","2016-10-02",776
"biwt","2012-10-29","2016-10-02",12629
"bizdays","2016-09-13","2016-10-02",819
"bkmr","2016-07-01","2016-10-02",456
"BKPC","2016-02-27","2016-10-02",1223
"blackbox","2016-07-10","2016-10-02",525
"BlakerCI","2015-08-20","2016-10-02",3818
"BlandAltmanLeh","2015-12-23","2016-10-02",3933
"blatr","2015-03-11","2016-10-02",3502
"Blaunet","2016-04-13","2016-10-02",1243
"blavaan","2016-09-27","2016-10-02",170
"BLCOP","2015-02-04","2016-10-02",11525
"blendedLink","2016-05-30","2016-10-02",576
"blender","2014-02-22","2016-10-02",8585
"blighty","2012-10-10","2016-10-02",12743
"blkbox","2016-08-08","2016-10-02",326
"blkergm","2014-08-27","2016-10-02",6761
"blm","2013-08-16","2016-10-02",10444
"blme","2015-06-14","2016-10-02",8874
"blmeco","2015-08-22","2016-10-02",4370
"blockcluster","2015-11-27","2016-10-02",3120
"blockmatrix","2014-01-20","2016-10-02",7787
"BlockMessage","2013-03-15","2016-10-02",10460
"blockmodeling","2012-10-06","2016-10-02",17603
"blockmodels","2015-04-21","2016-10-02",4335
"blockrand","2013-01-18","2016-10-02",14744
"blocksdesign","2016-09-03","2016-10-02",339
"blockseg","2016-02-10","2016-10-02",1457
"blockTools","2015-01-09","2016-10-02",8208
"Blossom","2016-03-09","2016-10-02",1285
"BLR","2014-12-05","2016-10-02",9666
"blsAPI","2016-08-16","2016-10-02",517
"blscrapeR","2016-07-29","2016-10-02",476
"BMA","2015-11-06","2016-10-02",23544
"bmd","2012-10-06","2016-10-02",11606
"bmem","2013-10-08","2016-10-02",10123
"bmeta","2016-01-08","2016-10-02",2148
"BMhyd","2015-08-06","2016-10-02",3662
"Bmix","2016-02-07","2016-10-02",3070
"bmk","2012-10-17","2016-10-02",10039
"bmlm","2016-07-20","2016-10-02",355
"bmmix","2014-05-27","2016-10-02",7170
"BMN","2012-10-10","2016-10-02",11643
"bmp","2013-08-10","2016-10-02",22276
"bmrm","2015-01-15","2016-10-02",7704
"BMRV","2015-12-31","2016-10-02",1851
"BMS","2015-11-24","2016-10-02",7348
"BNDataGenerator","2014-12-28","2016-10-02",5608
"bnlearn","2016-05-16","2016-10-02",7929
"bnnSurvival","2016-02-27","2016-10-02",1426
"bnormnlr","2014-12-10","2016-10-02",5402
"BNPdensity","2015-06-08","2016-10-02",4292
"bnpmr","2013-05-03","2016-10-02",8960
"BNPTSclust","2015-04-19","2016-10-02",5653
"BNSP","2016-01-01","2016-10-02",2245
"bnspatial","2016-07-27","2016-10-02",353
"bnstruct","2015-07-30","2016-10-02",3094
"boa","2016-06-23","2016-10-02",3050
"BoardGames","2016-07-18","2016-10-02",377
"bodenmiller","2015-12-19","2016-10-02",1875
"BOG","2015-03-04","2016-10-02",4791
"boilerpipeR","2015-05-11","2016-10-02",11098
"BOIN","2016-08-09","2016-10-02",460
"bold","2016-03-29","2016-10-02",9636
"Bolstad","2016-04-06","2016-10-02",2822
"Bolstad2","2013-06-17","2016-10-02",12925
"BonEV","2016-02-13","2016-10-02",1290
"bookdown","2016-07-13","2016-10-02",4547
"boolean3","2014-11-18","2016-10-02",5925
"BoolNet","2015-02-25","2016-10-02",8075
"Boom","2016-08-18","2016-10-02",2241
"BoomSpikeSlab","2016-08-18","2016-10-02",2527
"boostmtree","2016-04-12","2016-10-02",913
"boostr","2014-05-18","2016-10-02",7402
"boostSeq","2012-10-06","2016-10-02",10114
"boot","2016-02-23","2016-10-02",268238
"bootES","2015-08-14","2016-10-02",4565
"bootLR","2015-07-13","2016-10-02",3548
"BootMRMR","2016-09-12","2016-10-02",67
"bootnet","2016-09-04","2016-10-02",301
"BootPR","2014-04-12","2016-10-02",11561
"bootRes","2012-11-28","2016-10-02",12927
"bootruin","2014-05-29","2016-10-02",8143
"bootspecdens","2012-11-01","2016-10-02",11137
"bootsPLS","2015-08-20","2016-10-02",3248
"bootStepAIC","2012-10-06","2016-10-02",13509
"bootstrap","2015-02-19","2016-10-02",44304
"bootSVD","2015-06-02","2016-10-02",3976
"bootTimeInference","2016-04-11","2016-10-02",1418
"boottol","2015-03-13","2016-10-02",4477
"BootWPTOS","2016-06-30","2016-10-02",443
"boral","2016-09-26","2016-10-02",110
"Boruta","2016-08-16","2016-10-02",3098
"BoSSA","2012-10-06","2016-10-02",14601
"boussinesq","2013-04-19","2016-10-02",10659
"boxoffice","2016-08-21","2016-10-02",234
"boxplotdbl","2013-11-25","2016-10-02",9815
"boxr","2016-08-16","2016-10-02",790
"bpa","2016-04-04","2016-10-02",950
"bpca","2013-11-24","2016-10-02",13809
"bpcp","2016-06-14","2016-10-02",1187
"bPeaks","2014-02-28","2016-10-02",7550
"BPEC","2016-04-06","2016-10-02",952
"bpkde","2014-09-09","2016-10-02",6797
"bqtl","2016-01-29","2016-10-02",3024
"BradleyTerry2","2015-02-09","2016-10-02",151863
"braidReports","2016-04-08","2016-10-02",906
"braidrm","2016-03-08","2016-10-02",1070
"BrailleR","2016-03-30","2016-10-02",1414
"brainGraph","2016-04-23","2016-10-02",1121
"brainR","2014-03-18","2016-10-02",8242
"brainwaver","2012-12-03","2016-10-02",15878
"Branching","2016-05-22","2016-10-02",678
"braQCA","2016-09-30","2016-10-02",22
"breakage","2014-12-08","2016-10-02",5830
"breakaway","2016-03-30","2016-10-02",1297
"breakpoint","2016-01-13","2016-10-02",2414
"bReeze","2014-09-19","2016-10-02",8157
"brew","2012-10-02","2016-10-02",650172
"brewdata","2015-01-30","2016-10-02",5188
"brglm","2013-11-08","2016-10-02",209522
"bride","2013-07-18","2016-10-02",8978
"bridgedist","2016-04-22","2016-10-02",1044
"brm","2016-09-17","2016-10-02",101
"brms","2016-09-16","2016-10-02",629
"brnn","2016-01-26","2016-10-02",5369
"Brobdingnag","2013-12-05","2016-10-02",18071
"broman","2016-09-20","2016-10-02",268
"broom","2016-06-24","2016-10-02",50344
"brotli","2016-08-01","2016-10-02",430
"brr","2015-09-08","2016-10-02",2776
"brranching","2016-04-14","2016-10-02",1180
"BRugs","2015-12-16","2016-10-02",12542
"BSagri","2013-11-21","2016-10-02",10477
"bsam","2016-08-07","2016-10-02",261
"BSDA","2012-10-06","2016-10-02",44757
"BSGS","2015-06-24","2016-10-02",3603
"BSGW","2016-09-21","2016-10-02",146
"bshazard","2014-02-17","2016-10-02",8293
"BsMD","2013-07-19","2016-10-02",33445
"bspec","2015-04-30","2016-10-02",7769
"bspmma","2012-10-10","2016-10-02",11971
"BSquare","2013-05-26","2016-10-02",11982
"BSSasymp","2016-02-11","2016-10-02",1945
"bssn","2016-03-17","2016-10-02",1206
"bst","2016-09-21","2016-10-02",783
"bsts","2016-08-19","2016-10-02",2331
"btb","2016-08-12","2016-10-02",226
"btergm","2016-06-18","2016-10-02",4321
"btf","2014-07-30","2016-10-02",5876
"BTLLasso","2015-09-29","2016-10-02",2837
"BTR","2016-09-18","2016-10-02",113
"BTSPAS","2014-08-26","2016-10-02",8112
"BTYD","2014-11-07","2016-10-02",10469
"bujar","2015-12-19","2016-10-02",2580
"bunchr","2016-08-08","2016-10-02",204
"bundesligR","2016-08-15","2016-10-02",232
"burnr","2016-08-26","2016-10-02",189
"BurStFin","2014-03-09","2016-10-02",12132
"BurStMisc","2016-08-15","2016-10-02",848
"bursts","2014-02-22","2016-10-02",8018
"BuyseTest","2016-08-17","2016-10-02",221
"bvarsv","2015-11-25","2016-10-02",2743
"bvenn","2012-10-10","2016-10-02",10099
"bvls","2013-12-18","2016-10-02",10781
"bvpSolve","2015-09-22","2016-10-02",4157
"BVS","2012-10-06","2016-10-02",13168
"bWGR","2016-09-21","2016-10-02",132
"BWStest","2016-05-01","2016-10-02",845
"c060","2014-12-11","2016-10-02",6560
"c3net","2012-10-06","2016-10-02",12005
"C50","2015-03-09","2016-10-02",62887
"ca","2016-02-05","2016-10-02",33971
"cabootcrs","2013-06-13","2016-10-02",8572
"cacIRT","2015-08-28","2016-10-02",4410
"CaDENCE","2015-07-23","2016-10-02",3814
"CADFtest","2014-01-08","2016-10-02",21522
"cAIC4","2014-08-12","2016-10-02",7207
"Cairo","2015-09-26","2016-10-02",80547
"cairoDevice","2015-12-13","2016-10-02",52457
"calACS","2016-03-31","2016-10-02",1064
"Calculator.LR.FNs","2016-04-12","2016-10-02",898
"CALF","2016-07-25","2016-10-02",456
"CALIBERrfimpute","2014-05-07","2016-10-02",15589
"calibrar","2016-02-17","2016-10-02",1340
"calibrate","2013-09-10","2016-10-02",58652
"CalibrateSSB","2016-04-28","2016-10-02",774
"calibrator","2013-12-09","2016-10-02",14073
"callr","2016-06-18","2016-10-02",833
"calmate","2015-10-27","2016-10-02",2861
"CAM","2015-03-06","2016-10-02",4962
"CAMAN","2016-09-26","2016-10-02",152
"camel","2013-09-09","2016-10-02",8795
"camtrapR","2016-08-12","2016-10-02",423
"cancerGI","2016-04-05","2016-10-02",918
"cancerTiming","2016-04-03","2016-10-02",1285
"candisc","2016-04-27","2016-10-02",7275
"Canopy","2016-09-03","2016-10-02",239
"CANSIM2R","2015-09-08","2016-10-02",3563
"cape","2016-06-09","2016-10-02",924
"caper","2013-11-29","2016-10-02",20493
"capm","2016-03-07","2016-10-02",1409
"captioner","2015-07-16","2016-10-02",4398
"captr","2016-08-21","2016-10-02",443
"capushe","2016-04-19","2016-10-02",1335
"capwire","2012-10-10","2016-10-02",9584
"car","2016-08-12","2016-10-02",205825
"CARBayes","2016-06-08","2016-10-02",4703
"CARBayesdata","2016-06-08","2016-10-02",3167
"CARBayesST","2016-07-28","2016-10-02",560
"carcass","2016-03-09","2016-10-02",1490
"cardidates","2015-09-06","2016-10-02",3460
"cardioModel","2016-04-04","2016-10-02",1161
"care","2015-07-08","2016-10-02",5845
"CARE1","2012-10-29","2016-10-02",10670
"caret","2016-08-05","2016-10-02",97473
"caretEnsemble","2016-02-07","2016-10-02",8073
"caribou","2012-10-10","2016-10-02",9806
"CarletonStats","2016-07-19","2016-10-02",653
"CARLIT","2015-03-18","2016-10-02",4560
"caroline","2013-10-09","2016-10-02",15124
"carpenter","2016-07-29","2016-10-02",286
"caRpools","2015-12-06","2016-10-02",2235
"CARrampsOcl","2013-10-25","2016-10-02",2532
"cartogram","2016-09-28","2016-10-02",62
"cartography","2016-08-26","2016-10-02",843
"carx","2016-03-09","2016-10-02",1869
"caschrono","2016-08-16","2016-10-02",474
"caseMatch","2016-03-02","2016-10-02",1467
"cat","2012-11-01","2016-10-02",15607
"catdap","2016-09-08","2016-10-02",183
"catdata","2014-11-11","2016-10-02",21317
"CatDyn","2015-05-15","2016-10-02",4433
"cate","2015-10-05","2016-10-02",2650
"catenary","2015-11-18","2016-10-02",2496
"CatEncoders","2016-09-13","2016-10-02",130
"CateSelection","2014-10-29","2016-10-02",5742
"cati","2016-03-15","2016-10-02",2421
"catIrt","2014-10-05","2016-10-02",6970
"catlearn","2016-08-18","2016-10-02",220
"catnet","2016-06-13","2016-10-02",1876
"caTools","2014-09-10","2016-10-02",1649711
"catR","2016-08-26","2016-10-02",570
"catspec","2013-04-17","2016-10-02",16974
"causaldrf","2015-11-30","2016-10-02",2002
"causaleffect","2016-02-23","2016-10-02",1805
"CausalFX","2015-05-20","2016-10-02",4024
"CausalGAM","2012-10-10","2016-10-02",11787
"causalsens","2015-07-01","2016-10-02",3782
"Causata","2013-07-18","2016-10-02",4376
"CAvariants","2016-08-29","2016-10-02",302
"cba","2016-06-04","2016-10-02",8328
"CBPS","2016-05-13","2016-10-02",1323
"cbsodataR","2016-01-20","2016-10-02",1801
"CCA","2012-10-31","2016-10-02",27458
"CCAGFA","2015-12-17","2016-10-02",2529
"ccaPP","2016-03-07","2016-10-02",1659
"cccd","2015-06-02","2016-10-02",4883
"ccChooser","2012-10-10","2016-10-02",9659
"cccp","2015-02-10","2016-10-02",6188
"cccrm","2015-07-08","2016-10-02",3904
"ccda","2014-12-08","2016-10-02",5856
"ccdrAlgorithm","2016-08-12","2016-10-02",213
"ccgarch","2014-03-24","2016-10-02",16310
"cchs","2016-07-15","2016-10-02",560
"cclust","2015-06-24","2016-10-02",7819
"CCM","2013-12-10","2016-10-02",9065
"CCMnet","2015-12-10","2016-10-02",2019
"CCP","2012-11-01","2016-10-02",13240
"CCpop","2014-03-24","2016-10-02",7695
"CCTpack","2014-08-20","2016-10-02",7873
"cda","2016-08-16","2016-10-02",564
"cdb","2013-04-23","2016-10-02",8708
"cdcfluview","2015-08-10","2016-10-02",3219
"cdcsis","2014-10-21","2016-10-02",5784
"CDF.PSIdekick","2016-08-19","2016-10-02",223
"cdfquantreg","2016-08-16","2016-10-02",331
"CDFt","2012-11-01","2016-10-02",32724
"CDLasso","2013-05-18","2016-10-02",9683
"cdlTools","2016-08-02","2016-10-02",261
"CDM","2016-08-29","2016-10-02",1781
"CDNmoney","2015-05-01","2016-10-02",8162
"cdom","2016-03-04","2016-10-02",1206
"CDROM","2016-04-27","2016-10-02",790
"cds","2016-01-05","2016-10-02",1625
"CDVine","2015-10-29","2016-10-02",7817
"CEC","2016-04-24","2016-10-02",1112
"cec2005benchmark","2015-02-08","2016-10-02",6124
"cec2013","2015-01-22","2016-10-02",6263
"CEGO","2016-08-17","2016-10-02",363
"celestial","2015-06-10","2016-10-02",5095
"cellranger","2016-07-27","2016-10-02",9235
"CellularAutomaton","2013-08-20","2016-10-02",11110
"cellVolumeDist","2013-12-18","2016-10-02",9077
"cem","2015-08-19","2016-10-02",10229
"cems","2015-11-12","2016-10-02",2256
"CensMixReg","2016-08-08","2016-10-02",368
"censNID","2013-10-08","2016-10-02",7828
"censorcopula","2016-03-25","2016-10-02",998
"censReg","2016-08-21","2016-10-02",1758
"CensRegMod","2015-01-24","2016-10-02",5266
"censusGeography","2016-08-29","2016-10-02",155
"censusr","2015-12-16","2016-10-02",2110
"cents","2014-08-26","2016-10-02",7391
"CEoptim","2015-08-22","2016-10-02",4119
"CePa","2012-10-06","2016-10-02",11652
"CepLDA","2016-01-18","2016-10-02",1639
"cepp","2016-01-30","2016-10-02",1762
"CerioliOutlierDetection","2016-07-08","2016-10-02",665
"cernn","2015-04-16","2016-10-02",3538
"CFC","2015-12-21","2016-10-02",2273
"CfEstimateQuantiles","2013-05-19","2016-10-02",11513
"cffdrs","2016-09-13","2016-10-02",148
"cg","2016-01-04","2016-10-02",1860
"cgam","2016-06-05","2016-10-02",847
"cgAUC","2014-08-28","2016-10-02",6605
"cgdsr","2015-08-27","2016-10-02",8153
"cggd","2012-10-10","2016-10-02",10415
"cgh","2012-10-10","2016-10-02",11200
"cghFLasso","2012-10-06","2016-10-02",11447
"cghseg","2016-01-03","2016-10-02",2329
"CGP","2014-09-22","2016-10-02",6284
"cgwtools","2015-06-22","2016-10-02",3446
"ChainLadder","2015-08-31","2016-10-02",11293
"changepoint","2016-02-26","2016-10-02",9879
"changepoint.np","2016-07-07","2016-10-02",401
"ChangepointTesting","2016-05-24","2016-10-02",651
"ChannelAttribution","2016-08-24","2016-10-02",661
"ChannelAttributionApp","2016-02-21","2016-10-02",1399
"Chaos01","2016-07-25","2016-10-02",326
"ChaosGame","2016-03-12","2016-10-02",1154
"ChargeTransport","2014-06-04","2016-10-02",6980
"CHAT","2014-08-09","2016-10-02",7007
"CHCN","2012-10-10","2016-10-02",11589
"cheb","2013-02-22","2016-10-02",10392
"chebpol","2015-10-28","2016-10-02",2786
"CheckDigit","2013-04-17","2016-10-02",9786
"checkmate","2016-06-28","2016-10-02",18342
"checkpoint","2016-04-14","2016-10-02",4551
"cheddar","2015-08-24","2016-10-02",3932
"chemCal","2015-10-08","2016-10-02",4377
"chemometrics","2016-08-03","2016-10-02",2607
"ChemometricsWithR","2015-09-04","2016-10-02",6320
"ChemometricsWithRData","2012-10-17","2016-10-02",16709
"ChemoSpec","2016-07-15","2016-10-02",1244
"cherry","2015-06-22","2016-10-02",4464
"CHFF","2016-05-26","2016-10-02",609
"chi","2016-07-02","2016-10-02",428
"childsds","2014-08-21","2016-10-02",5220
"chillR","2016-03-12","2016-10-02",1599
"chipPCR","2015-04-10","2016-10-02",5315
"ChIPtest","2016-07-20","2016-10-02",319
"chngpt","2016-07-31","2016-10-02",339
"CHNOSZ","2016-05-28","2016-10-02",1411
"choiceDes","2014-11-24","2016-10-02",5235
"ChoiceModelR","2012-11-20","2016-10-02",12172
"choplump","2014-11-24","2016-10-02",6621
"chopthin","2016-01-05","2016-10-02",1946
"chords","2014-08-31","2016-10-02",6585
"choroplethr","2016-03-30","2016-10-02",11637
"choroplethrAdmin1","2015-12-31","2016-10-02",3889
"choroplethrMaps","2014-10-25","2016-10-02",17513
"chromer","2015-01-14","2016-10-02",5607
"chromoR","2014-02-12","2016-10-02",7360
"chron","2015-06-24","2016-10-02",1051517
"CHsharp","2015-10-16","2016-10-02",3840
"chunked","2016-06-24","2016-10-02",742
"CIDnetworks","2015-04-08","2016-10-02",4937
"CIFsmry","2016-07-10","2016-10-02",581
"cin","2012-10-10","2016-10-02",9554
"CINID","2014-10-07","2016-10-02",6421
"CINOEDV","2014-11-27","2016-10-02",5919
"CircE","2014-09-09","2016-10-02",6327
"circlize","2016-09-26","2016-10-02",1743
"CircNNTSR","2016-05-10","2016-10-02",1056
"CircOutlier","2016-01-12","2016-10-02",1951
"CircStats","2012-10-29","2016-10-02",89744
"circular","2013-11-08","2016-10-02",39847
"cIRT","2016-04-13","2016-10-02",999
"cit","2016-03-07","2016-10-02",1331
"CITAN","2015-12-13","2016-10-02",2526
"citbcmst","2014-01-10","2016-10-02",8164
"citccmst","2014-01-10","2016-10-02",7526
"Cite","2016-07-04","2016-10-02",435
"citr","2016-09-20","2016-10-02",249
"CityPlot","2012-10-10","2016-10-02",10449
"cjoint","2016-03-08","2016-10-02",1523
"ckanr","2015-10-22","2016-10-02",2710
"Ckmeans.1d.dp","2016-09-26","2016-10-02",671
"cladoRcpp","2014-05-18","2016-10-02",11244
"ClamR","2015-07-29","2016-10-02",3085
"clarifai","2016-08-28","2016-10-02",393
"class","2015-08-30","2016-10-02",368229
"classGraph","2015-09-01","2016-10-02",3776
"classifly","2014-04-23","2016-10-02",10101
"classify","2014-08-17","2016-10-02",9557
"classInt","2015-09-29","2016-10-02",56913
"classyfire","2015-01-12","2016-10-02",5541
"cleangeo","2016-08-17","2016-10-02",662
"clere","2016-03-22","2016-10-02",1351
